"No.","Ticker","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Average Volume","Relative Volume","Price","Change","Volume"
4335,"TISC",1.23%,4.85%,,,2.53%,,,,,0.04%,0.08%,35.18,0.00,24.19,0.00%,0
4336,"TISI",2.45%,30.52%,42.74%,56.32%,62.85%,17.28%,150.38%,-44.15%,-92.78%,4.73%,5.66%,15.14,0.00,23.01,0.00%,0
4337,"TJAN",0.09%,0.85%,1.60%,3.83%,4.24%,6.49%,,,,0.05%,0.07%,1.72,0.00,28.49,0.00%,0
4338,"TJUL",0.03%,0.79%,1.16%,2.62%,3.21%,5.14%,23.94%,,,0.10%,0.12%,15.92,0.00,30.54,0.00%,0
4339,"TJUN",1.19%,6.39%,-2.12%,-0.41%,2.72%,9.24%,,,,0.19%,0.26%,7.46,0.00,23.07,0.00%,0
4340,"TK",-6.99%,8.70%,2.17%,5.18%,46.65%,65.33%,158.94%,491.24%,160.89%,4.16%,4.00%,570.81,0.00,12.25,0.00%,0
4341,"TKNO",0.14%,41.85%,80.50%,219.47%,90.00%,57.99%,226.70%,-61.18%,,6.24%,8.75%,220.41,0.00,7.22,0.00%,0
4342,"TKNQ",7.18%,12.18%,8.90%,11.18%,1.45%,,,,,0.79%,0.49%,1.21,0.00,25.39,0.00%,0
4343,"TKNS",14.15%,23.26%,6.08%,,4.97%,,,,,0.00%,0.31%,0.45,0.00,26.61,0.00%,0
4344,"TKNZ",15.80%,26.10%,,,22.87%,,,,,2.43%,3.13%,6.47,0.00,30.41,0.00%,0
4345,"TLCI",0.42%,1.19%,7.78%,3.85%,7.56%,7.03%,,,,0.21%,0.30%,3.12,0.00,28.05,0.00%,0
4346,"TLG",0.02%,8.18%,0.84%,,12.49%,,,,,0.24%,1.03%,5.78,0.00,27.57,0.00%,0
4347,"TLIH",-0.70%,-0.70%,67.94%,26.89%,54.28%,-5.98%,,,,2.88%,4.20%,8.94,0.00,5.71,0.00%,0
4348,"TLTD",0.84%,5.15%,3.46%,2.21%,13.21%,20.97%,64.72%,42.81%,88.43%,0.34%,0.68%,6.67,0.00,104.98,0.00%,0
4349,"TLTE",1.75%,7.66%,-1.16%,3.42%,20.96%,27.26%,57.31%,26.52%,62.52%,0.22%,0.67%,4.54,0.00,77.24,0.00%,0
4350,"TM",-0.10%,-0.41%,0.10%,-20.85%,-10.29%,-2.39%,16.77%,10.44%,61.90%,1.03%,1.18%,479.15,0.01,192.04,0.10%,357
4351,"TMAR",1.52%,6.69%,2.29%,14.80%,16.86%,23.22%,,,,0.12%,0.32%,8.45,0.00,26.68,0.00%,0
4352,"TMC",27.46%,46.67%,-17.86%,-23.33%,-17.99%,-4.71%,298.43%,-49.25%,,9.76%,7.45%,5704.36,0.02,5.06,1.00%,6950
4353,"TMDV",-0.02%,-0.07%,8.80%,3.96%,14.64%,10.23%,16.69%,11.32%,,0.06%,0.01%,0.08,0.00,53.82,0.00%,0
4354,"TMDX",2.37%,19.23%,37.11%,-30.89%,-23.55%,-20.77%,48.78%,191.63%,,3.66%,4.94%,1003.27,0.01,93.00,0.85%,327
4355,"TMED",-1.26%,3.39%,16.83%,19.48%,21.78%,43.19%,,,,0.82%,1.00%,6.54,0.00,36.20,0.00%,0
4356,"TMFC",-0.56%,3.60%,0.91%,12.35%,9.53%,16.77%,95.74%,90.56%,,0.60%,0.91%,89.96,0.00,78.61,0.00%,0
4357,"TMFE",-0.30%,3.04%,3.50%,7.82%,5.93%,9.15%,66.59%,,,0.53%,0.75%,12.53,0.00,30.91,0.00%,0
4358,"TMFG",-0.18%,1.57%,2.57%,5.56%,5.00%,3.78%,41.47%,,,0.63%,1.39%,12.12,0.00,31.67,0.00%,0
4359,"TMFM",0.16%,4.93%,13.13%,7.19%,-0.32%,-9.94%,14.79%,,,1.79%,1.27%,9.37,0.00,23.37,0.00%,0
4360,"TMFS",-0.94%,2.29%,8.25%,2.99%,5.03%,2.28%,28.33%,-4.80%,,0.59%,1.05%,4.63,0.00,36.57,0.00%,0
4361,"TMFX",-0.98%,5.65%,12.43%,14.78%,14.64%,16.24%,60.92%,,,0.43%,0.81%,4.78,0.00,24.71,0.00%,0
4362,"TMGN",-1.33%,7.89%,,,-0.79%,,,,,1.09%,1.60%,33.67,0.00,24.16,0.00%,0
4363,"TMLP",1.06%,4.57%,5.93%,7.97%,21.44%,,,,,0.13%,0.34%,2.74,0.00,30.54,0.00%,0
4364,"TMP",0.43%,-1.91%,12.74%,21.33%,34.50%,37.54%,89.51%,20.99%,34.85%,1.63%,2.05%,94.43,0.30,97.54,0.00%,1414
4365,"TMQ",3.31%,28.42%,-15.92%,-16.11%,-12.99%,124.55%,682.88%,81.16%,581.82%,5.74%,4.99%,1732.54,0.01,3.75,0.81%,658
4366,"TMSL",-0.84%,1.07%,4.61%,10.82%,21.28%,25.84%,73.07%,,,0.82%,1.06%,419.71,0.00,43.54,0.00%,0
4367,"TMTS",0.00%,0.00%,0.70%,,1.21%,,,,,0.00%,0.04%,82.30,0.00,10.07,0.00%,0
4368,"TMV",-2.68%,-1.45%,7.71%,23.07%,11.25%,6.46%,14.55%,189.65%,0.52%,1.57%,1.75%,743.86,0.04,41.34,0.71%,1470
4369,"TMVE",-0.38%,-0.32%,3.66%,8.58%,18.87%,,,,,0.44%,0.53%,30.57,0.00,17.97,0.00%,0
4370,"TNA",0.63%,9.35%,3.05%,29.43%,58.19%,70.39%,121.05%,-21.66%,85.22%,2.23%,3.00%,5042.03,0.24,72.04,-0.40%,61265
4371,"TNGY",-0.76%,9.51%,10.06%,10.06%,22.23%,22.40%,,,,1.66%,1.64%,71.57,0.00,11.05,0.00%,0
4372,"TNK",-8.39%,8.36%,12.46%,12.73%,57.79%,77.64%,115.41%,710.59%,327.01%,3.94%,3.84%,381.77,0.00,83.20,0.00%,0
4373,"TNXT",-0.19%,6.26%,4.87%,17.76%,14.73%,,,,,0.10%,0.22%,1.92,0.00,28.56,0.00%,0
4374,"TOAK",0.07%,0.22%,0.89%,1.65%,2.15%,3.65%,,,,0.02%,0.05%,12.66,0.00,29.00,0.00%,0
4375,"TOAO",0.73%,4.39%,6.21%,,8.36%,,,,,0.02%,0.02%,0.02,0.00,27.44,0.00%,0
4376,"TOCT",0.02%,0.84%,0.96%,2.34%,2.90%,,,,,0.13%,0.15%,10.13,0.00,27.30,0.00%,0
4377,"TOGA",0.43%,4.57%,7.13%,8.63%,-7.36%,-8.05%,,,,0.41%,0.59%,6.16,0.00,31.75,0.00%,0
4378,"TOK",-0.11%,3.35%,2.51%,8.80%,12.14%,18.49%,69.95%,57.59%,186.79%,0.17%,0.45%,3.46,0.00,154.93,0.00%,0
4379,"TOLZ",0.52%,-0.43%,-1.95%,-2.55%,10.31%,11.15%,38.30%,28.80%,46.95%,0.92%,0.69%,20.65,0.00,59.74,0.00%,0
4380,"TONT",0.08%,-0.01%,0.22%,1.29%,0.97%,3.42%,,,,0.07%,0.12%,219.15,0.00,10.86,0.00%,0
4381,"TOPC",-0.31%,3.21%,2.63%,10.27%,13.23%,19.01%,,,,0.28%,0.47%,9.20,0.00,35.09,0.00%,0
4382,"TOPT",-1.16%,2.60%,-2.67%,8.61%,6.28%,14.37%,,,,0.68%,1.08%,324.15,0.00,33.19,0.00%,0
4383,"TORO",3.53%,21.02%,19.15%,95.45%,94.49%,270.72%,169.50%,,,6.72%,6.36%,34.34,0.00,6.16,0.00%,0
4384,"TOS",0.76%,10.62%,0.53%,12.19%,18.90%,,,,,0.34%,0.45%,1.82,0.00,30.04,0.00%,0
4385,"TOST",5.10%,13.87%,48.72%,33.77%,4.53%,-15.37%,74.85%,,,2.55%,3.49%,11395.14,0.00,37.12,0.41%,544
4386,"TOT",-0.36%,3.32%,2.64%,11.14%,13.23%,,,,,0.23%,0.29%,1.10,0.00,24.17,0.00%,0
4387,"TOUS",0.53%,4.63%,5.46%,4.96%,15.91%,20.34%,65.44%,,,0.53%,0.67%,150.62,0.00,39.99,0.00%,0
4388,"TOV",-0.49%,3.57%,2.10%,10.88%,12.52%,18.90%,,,,0.24%,0.43%,9.29,0.00,32.27,0.00%,0
4389,"TOWN",0.67%,-2.86%,10.25%,9.18%,14.71%,3.77%,63.31%,27.22%,62.55%,1.17%,1.42%,647.62,0.00,37.53,0.00%,0
4390,"TP",10.00%,,,,11.57%,,,,,9.35%,,56.63,0.00,7.81,0.00%,0
4391,"TPAY",-0.37%,2.49%,-0.33%,5.45%,6.30%,,,,,0.15%,0.27%,0.80,0.00,54.11,0.00%,0
4392,"TPB",-0.23%,9.12%,-2.14%,-38.41%,-18.76%,-11.01%,259.43%,77.90%,572.21%,3.75%,4.49%,387.35,0.00,88.06,0.00%,0
4393,"TPC",-2.04%,7.94%,18.83%,2.78%,32.04%,50.01%,889.82%,524.93%,276.23%,3.04%,4.42%,721.42,0.00,88.49,0.00%,0
4394,"TPFC",0.31%,7.52%,12.95%,,13.55%,,,,,0.40%,0.25%,8.20,0.00,28.56,0.00%,0
4395,"TPG",-0.71%,20.66%,26.89%,18.17%,-17.29%,-14.09%,98.65%,,,2.85%,4.18%,2564.25,0.00,52.80,0.00%,0
4396,"TPHD",-0.11%,-0.59%,4.60%,2.42%,13.21%,11.51%,37.95%,41.81%,,0.70%,0.85%,22.21,0.00,43.62,0.00%,0
4397,"TPIF",0.72%,3.98%,3.25%,0.72%,12.34%,17.86%,59.38%,31.89%,,0.45%,0.62%,30.29,0.00,38.96,0.00%,0
4398,"TPLC",-0.07%,0.57%,4.94%,4.97%,12.77%,11.52%,44.30%,40.77%,,0.67%,0.71%,19.92,0.00,51.26,0.00%,0
4399,"TPSC",-0.58%,0.02%,5.90%,7.44%,16.40%,16.05%,50.26%,45.13%,,0.81%,0.87%,22.86,0.00,48.25,0.00%,0
4400,"TPUT",0.20%,0.10%,,,0.78%,,,,,0.25%,0.20%,9.22,0.00,25.25,0.00%,0
4401,"TPYP",0.44%,2.14%,2.30%,6.59%,23.25%,22.64%,73.38%,103.94%,91.71%,1.48%,1.28%,54.08,0.00,43.50,0.00%,0
4402,"TQQQ",3.04%,25.75%,-13.22%,45.09%,37.75%,59.53%,281.81%,100.19%,2742.50%,2.71%,3.99%,66057.71,0.58,72.62,3.05%,1925845
4403,"TR",0.15%,5.63%,9.31%,1.67%,16.16%,5.40%,39.49%,51.65%,47.03%,1.91%,2.24%,226.22,0.00,41.31,0.00%,0
4404,"TRAD",0.00%,1.01%,1.21%,,1.93%,,,,,0.12%,0.13%,3.75,0.00,10.04,0.00%,0
4405,"TRAX",5.47%,5.54%,179.33%,,120.95%,,,,,7.44%,7.60%,757.15,0.03,44.19,0.00%,1011
4406,"TRGP",-2.72%,11.09%,12.17%,27.16%,59.37%,78.02%,248.05%,551.23%,575.31%,3.06%,2.81%,1252.54,0.00,294.03,0.00%,1
4407,"TRIN",1.78%,5.84%,10.56%,22.34%,26.93%,16.00%,29.86%,21.29%,,1.52%,1.97%,1049.51,0.00,18.60,-0.72%,49
4408,"TRIO",-0.02%,1.82%,2.48%,6.05%,7.62%,12.03%,,,,0.14%,0.12%,0.95,0.00,65.93,0.00%,0
4409,"TRND",-0.26%,3.16%,1.42%,5.79%,10.75%,13.51%,29.84%,21.14%,,0.37%,0.49%,3.56,0.00,37.27,0.00%,0
4410,"TRON",17.65%,50.68%,9.45%,61.76%,77.42%,-55.56%,33.74%,,,14.07%,8.36%,873.87,0.07,2.20,2.33%,2878
4411,"TRPA",-0.08%,0.02%,0.04%,-0.02%,0.21%,-0.19%,2.04%,-4.77%,,0.31%,0.27%,16.04,0.00,38.99,0.00%,0
4412,"TRST",1.12%,-1.12%,12.46%,26.87%,38.23%,46.34%,102.30%,76.33%,59.58%,1.73%,2.15%,128.39,0.00,57.13,0.00%,0
4413,"TRSY",0.07%,0.03%,0.12%,0.22%,0.45%,0.20%,,,,0.04%,0.04%,36.29,0.00,30.21,0.00%,0
4414,"TRTY",0.18%,3.55%,2.58%,1.99%,11.52%,16.95%,29.32%,17.27%,,0.18%,0.47%,110.26,0.00,31.77,0.00%,0
4415,"TRU",1.15%,0.84%,19.28%,13.80%,-1.46%,-5.13%,6.98%,-28.50%,155.98%,2.30%,3.21%,2344.36,0.00,84.50,0.00%,0
4416,"TRUD",-1.39%,6.50%,-4.43%,3.40%,-0.22%,2.71%,,,,0.75%,1.01%,60.46,0.00,26.11,0.00%,0
4417,"TRUF",1.36%,1.16%,12.41%,,18.72%,,,,,0.00%,0.15%,0.43,0.00,30.37,0.00%,0
